title,description,category,permitted_data_type,code_system,code_value,code_display,method_system,method_display,method_code,permitted_unit_system,permitted_unit_display,permitted_unit_code,component
S. Alkaline Phosphatase,S. Alkaline Phosphatase,laboratory,decimal,http://loinc.org,1783-0,Alkaline phosphatase [Enzymatic activity/volume] in Blood,http://snomed.info/sct,Alkaline phosphatase measurement,88810008,http://unitsofmeasure.org,U/L,U/L,"[  {    ""code"": {""code"": ""1783-0"", ""system"": ""http://loinc.org"", ""display"": ""Alkaline phosphatase [Enzymatic activity/volume] in Serum or Plasma""},    ""permitted_data_type"": ""decimal"",    ""permitted_unit"": {""code"": ""U/L"", ""system"": ""http://unitsofmeasure.org"", ""display"": ""unit per liter""},    ""qualified_ranges"": [      {        ""conditions"": [],        ""ranges"": [          {""min"": 40, ""max"": 150, ""interpretation"": {""display"": ""Normal""}},          {""max"": 40, ""interpretation"": {""display"": ""Low""}},          {""min"": 150, ""interpretation"": {""display"": ""High""}}        ]      }    ]  }]"
S. Total Protein,S. Total Protein,laboratory,decimal,http://loinc.org,2885-2,Protein [Mass/volume] in Serum or Plasma,http://snomed.info/sct,Total protein measurement,304383000,http://unitsofmeasure.org,g/dL,g/dL,"[  {    ""code"": {""code"": ""2885-2"", ""system"": ""http://loinc.org"", ""display"": ""Protein [Mass/volume] in Serum or Plasma""},    ""permitted_data_type"": ""decimal"",    ""permitted_unit"": {""code"": ""g/dL"", ""system"": ""http://unitsofmeasure.org"", ""display"": ""gram per deciliter""},    ""qualified_ranges"": [      {        ""conditions"": [],        ""ranges"": [          {""min"": 6.4, ""max"": 8.3, ""interpretation"": {""display"": ""Normal""}},          {""max"": 6.4, ""interpretation"": {""display"": ""Low""}},          {""min"": 8.3, ""interpretation"": {""display"": ""High""}}        ]      }    ]  }]"
S. Albumin,S. Albumin,laboratory,integer,http://loinc.org,1751-7,Albumin [Mass/volume] in Serum or Plasma,http://snomed.info/sct,"Albumin measurement, serum (procedure)",104485008,http://unitsofmeasure.org,g/dL,g/dL,"[  {    ""code"": {""code"": ""1751-7"", ""system"": ""http://loinc.org"", ""display"": ""Albumin [Mass/volume] in Serum or Plasma""},    ""permitted_data_type"": ""decimal"",    ""permitted_unit"": {""code"": ""g/dL"", ""system"": ""http://unitsofmeasure.org"", ""display"": ""gram per deciliter""},    ""qualified_ranges"": [      {        ""conditions"": [],        ""ranges"": [          {""min"": 3.5, ""max"": 5.2, ""interpretation"": {""display"": ""Normal""}},          {""max"": 3.5, ""interpretation"": {""display"": ""Low""}},          {""min"": 5.2, ""interpretation"": {""display"": ""High""}}        ]      }    ]  },  {    ""code"": {""code"": ""10834-0"", ""system"": ""http://loinc.org"", ""display"": ""Globulin [Mass/volume] in Serum or Plasma""},    ""permitted_data_type"": ""decimal"",    ""permitted_unit"": {""code"": ""g/dL"", ""system"": ""http://unitsofmeasure.org"", ""display"": ""gram per deciliter""},    ""qualified_ranges"": [      {        ""conditions"": [],        ""ranges"": [          {""min"": 1.8, ""max"": 3.4, ""interpretation"": {""display"": ""Normal""}},          {""max"": 1.8, ""interpretation"": {""display"": ""Low""}},          {""min"": 3.4, ""interpretation"": {""display"": ""High""}}        ]      }    ]  },  {    ""code"": {""code"": ""1759-0"", ""system"": ""http://loinc.org"", ""display"": ""Albumin/Globulin [Mass Ratio] in Serum or Plasma""},    ""permitted_data_type"": ""decimal"",    ""permitted_unit"": {""code"": ""{ratio}"", ""system"": ""http://unitsofmeasure.org"", ""display"": ""ratio""},    ""qualified_ranges"": [      {        ""conditions"": [],        ""ranges"": [          {""min"": 1.0, ""max"": 2.2, ""interpretation"": {""display"": ""Normal""}},          {""max"": 1.0, ""interpretation"": {""display"": ""Low""}},          {""min"": 2.2, ""interpretation"": {""display"": ""High""}}        ]      }    ]  }]"
AG ratio ,AG ratio ,laboratory,integer,http://loinc.org,1759-0,Albumin/Globulin [Mass Ratio] in Serum or Plasma,http://snomed.info/sct,Albumin/Globulin ratio (procedure),687005,http://unitsofmeasure.org,g/dL,g/dL,"[  {    ""code"": {""code"": ""1759-0"", ""system"": ""http://loinc.org"", ""display"": ""Albumin/Globulin [Mass Ratio] in Serum or Plasma""},    ""permitted_data_type"": ""decimal"",    ""permitted_unit"": {""code"": ""{ratio}"", ""system"": ""http://unitsofmeasure.org"", ""display"": ""ratio""},    ""qualified_ranges"": [      {        ""conditions"": [],        ""ranges"": [          {""min"": 1.0, ""max"": 2.2, ""interpretation"": {""display"": ""Normal""}},          {""max"": 1.0, ""interpretation"": {""display"": ""Low""}},          {""min"": 2.2, ""interpretation"": {""display"": ""High""}}        ]      }    ]  }]"
S. Globulin,S. Globulin,laboratory,decimal,http://loinc.org,10834-0,Globulin [Mass/volume] in Serum by calculation,http://snomed.info/sct,Serum globulin measurement (procedure),270994009,http://unitsofmeasure.org,g/dL,g/dL,"[  {    ""code"": {""code"": ""10834-0"", ""system"": ""http://loinc.org"", ""display"": ""Globulin [Mass/volume] in Serum or Plasma""},    ""permitted_data_type"": ""decimal"",    ""permitted_unit"": {""code"": ""g/dL"", ""system"": ""http://unitsofmeasure.org"", ""display"": ""gram per deciliter""},    ""qualified_ranges"": [      {        ""conditions"": [],        ""ranges"": [          {""min"": 2.5, ""max"": 3.5, ""interpretation"": {""display"": ""Normal""}},          {""max"": 2.5, ""interpretation"": {""display"": ""Low""}},          {""min"": 3.5, ""interpretation"": {""display"": ""High""}}        ]      }    ]  }]"
S. Total Cholesterol,S. Total Cholesterol,laboratory,decimal,http://loinc.org,2093-3,Cholesterol [Mass/volume] in Serum or Plasma,http://snomed.info/sct,Serum total cholesterol measurement (procedure),412808005,http://unitsofmeasure.org,mg/dL,mg/dL,"[  {    ""code"": {""code"": ""2093-3"", ""system"": ""http://loinc.org"", ""display"": ""Cholesterol [Mass/volume] in Serum or Plasma""},    ""permitted_data_type"": ""decimal"",    ""permitted_unit"": {""code"": ""mg/dL"", ""system"": ""http://unitsofmeasure.org"", ""display"": ""milligram per deciliter""},    ""qualified_ranges"": [      {        ""conditions"": [],        ""ranges"": [          {""min"": 0, ""max"": 200, ""interpretation"": {""display"": ""Normal""}},          {""min"": 200, ""interpretation"": {""display"": ""High""}}        ]      }    ]  }]"
S. Triglycerides,S. Triglycerides,laboratory,decimal,http://loinc.org,14927-8,Triglyceride [Moles/volume] in Serum or Plasma,http://snomed.info/sct,Measurement of serum triglyceride level,271245006,http://unitsofmeasure.org,mg/dL,mg/dL,"[  {    ""code"": {""code"": ""14927-8"", ""system"": ""http://loinc.org"", ""display"": ""Triglyceride [Mass/volume] in Serum or Plasma""},    ""permitted_data_type"": ""decimal"",    ""permitted_unit"": {""code"": ""mg/dL"", ""system"": ""http://unitsofmeasure.org"", ""display"": ""milligram per deciliter""},    ""qualified_ranges"": [      {        ""conditions"": [],        ""ranges"": [          {""min"": 0, ""max"": 150, ""interpretation"": {""display"": ""Normal""}},          {""min"": 150, ""interpretation"": {""display"": ""High""}}        ]      }    ]  }]"
S. VLDL,S. VLDL,laboratory,decimal,http://loinc.org,13458-5,Cholesterol in VLDL [Mass/volume] in Serum or Plasma by calculation,http://snomed.info/sct,Serum Very low density lipoprotein cholesterol measurement,166834004,http://unitsofmeasure.org,mg/dL,mg/dL,"[  {    ""code"": {""code"": ""13458-5"", ""system"": ""http://loinc.org"", ""display"": ""Cholesterol in VLDL [Mass/volume] in Serum or Plasma""},    ""permitted_data_type"": ""decimal"",    ""permitted_unit"": {""code"": ""mg/dL"", ""system"": ""http://unitsofmeasure.org"", ""display"": ""milligram per deciliter""},    ""qualified_ranges"": [      {        ""conditions"": [],        ""ranges"": [          {""min"": 2, ""max"": 30, ""interpretation"": {""display"": ""Normal""}},          {""max"": 2, ""interpretation"": {""display"": ""Low""}},          {""min"": 30, ""interpretation"": {""display"": ""High""}}        ]      }    ]  }]"
S. HDL,S. HDL,laboratory,decimal,http://loinc.org,2085-9,Cholesterol in HDL [Mass/volume] in Serum or Plasma,http://snomed.info/sct,Serum High density lipoprotein Cholesterol measurement,166832000,http://unitsofmeasure.org,mg/dL,mg/dL,"[  {    ""code"": {""code"": ""2085-9"", ""system"": ""http://loinc.org"", ""display"": ""Cholesterol in HDL [Mass/volume] in Serum or Plasma""},    ""permitted_data_type"": ""decimal"",    ""permitted_unit"": {""code"": ""mg/dL"", ""system"": ""http://unitsofmeasure.org"", ""display"": ""milligram per deciliter""},    ""qualified_ranges"": [      {        ""conditions"": [],        ""ranges"": [          {""min"": 40, ""max"": 60, ""interpretation"": {""display"": ""Normal""}},          {""max"": 40, ""interpretation"": {""display"": ""Low""}},          {""min"": 60, ""interpretation"": {""display"": ""High""}}        ]      }    ]  }]"
S. LDL,S. LDL,laboratory,decimal,http://loinc.org,2089-1,Cholesterol in LDL [Mass/volume] in Serum or Plasma,http://snomed.info/sct,Serum Low density lipoprotein cholesterol measurement,166832000,http://unitsofmeasure.org,mg/dL,mg/dL,"[  {    ""code"": {""code"": ""2089-1"", ""system"": ""http://loinc.org"", ""display"": ""Cholesterol in LDL [Mass/volume] in Serum or Plasma""},    ""permitted_data_type"": ""decimal"",    ""permitted_unit"": {""code"": ""mg/dL"", ""system"": ""http://unitsofmeasure.org"", ""display"": ""milligram per deciliter""},    ""qualified_ranges"": [      {        ""conditions"": [],        ""ranges"": [          {""min"": 0, ""max"": 100, ""interpretation"": {""display"": ""Normal""}},          {""min"": 100, ""interpretation"": {""display"": ""High""}}        ]      }    ]  }]"
S. GGT,S. GGT,laboratory,decimal,http://loinc.org,100741-8,Gamma glutamyl transferase.macromolecular [Presence] in Serum or Plasma,http://snomed.info/sct,Serum Gamma glutamyl transferase measurement,313849004,http://unitsofmeasure.org,U/L,U/L,"[  {    ""code"": {""code"": ""100741-8"", ""system"": ""http://loinc.org"", ""display"": ""Gamma glutamyl transferase [Enzymatic activity/volume] in Serum or Plasma""},    ""permitted_data_type"": ""decimal"",    ""permitted_unit"": {""code"": ""U/L"", ""system"": ""http://unitsofmeasure.org"", ""display"": ""unit per liter""},    ""qualified_ranges"": [      {        ""conditions"": [{""metric"": ""patient_gender"", ""operation"": ""equality"", ""value"": ""male""}],        ""ranges"": [          {""min"": 12, ""max"": 64, ""interpretation"": {""display"": ""Normal""}},          {""max"": 12, ""interpretation"": {""display"": ""Low""}},          {""min"": 64, ""interpretation"": {""display"": ""High""}}        ]      },      {        ""conditions"": [{""metric"": ""patient_gender"", ""operation"": ""equality"", ""value"": ""female""}],        ""ranges"": [          {""min"": 9, ""max"": 36, ""interpretation"": {""display"": ""Normal""}},          {""max"": 9, ""interpretation"": {""display"": ""Low""}},          {""min"": 36, ""interpretation"": {""display"": ""High""}}        ]      }    ]  }]"
S. Uric acid,S. Uric acid,laboratory,decimal,http://loinc.org,3084-1,Urate [Measurement] in Serum or Plasma,http://snomed.info/sct,Serum Uric acid measurement,275740009,http://unitsofmeasure.org,mg/dL,mg/dL,"[  {    ""code"": {""code"": ""3084-1"", ""system"": ""http://loinc.org"", ""display"": ""Urate [Mass/volume] in Serum or Plasma""},    ""permitted_data_type"": ""decimal"",    ""permitted_unit"": {""code"": ""mg/dL"", ""system"": ""http://unitsofmeasure.org"", ""display"": ""milligram per deciliter""},    ""qualified_ranges"": [      {        ""conditions"": [{""metric"": ""patient_gender"", ""operation"": ""equality"", ""value"": ""male""}],        ""ranges"": [          {""min"": 3.5, ""max"": 7.2, ""interpretation"": {""display"": ""Normal""}},          {""max"": 3.5, ""interpretation"": {""display"": ""Low""}},          {""min"": 7.2, ""interpretation"": {""display"": ""High""}}        ]      },      {        ""conditions"": [{""metric"": ""patient_gender"", ""operation"": ""equality"", ""value"": ""female""}],        ""ranges"": [          {""min"": 2.5, ""max"": 6.2, ""interpretation"": {""display"": ""Normal""}},          {""max"": 2.5, ""interpretation"": {""display"": ""Low""}},          {""min"": 6.2, ""interpretation"": {""display"": ""High""}}        ]      }    ]  }]"
S. Amylase,S. Amylase,laboratory,decimal,http://loinc.org,1798-8,Amylase [Enzymatic activity/volume] in Serum or Plasma,http://snomed.info/sct,"Amylase measurement, serum",89659001,http://unitsofmeasure.org,U/L,U/L,"[  {    ""code"": {""code"": ""1798-8"", ""system"": ""http://loinc.org"", ""display"": ""Amylase [Enzymatic activity/volume] in Serum or Plasma""},    ""permitted_data_type"": ""decimal"",    ""permitted_unit"": {""code"": ""U/L"", ""system"": ""http://unitsofmeasure.org"", ""display"": ""unit per liter""},    ""qualified_ranges"": [      {        ""conditions"": [],        ""ranges"": [          {""min"": 28, ""max"": 100, ""interpretation"": {""display"": ""Normal""}},          {""max"": 28, ""interpretation"": {""display"": ""Low""}},          {""min"": 100, ""interpretation"": {""display"": ""High""}}        ]      }    ]  }]"
S. Calcium,S. Calcium,laboratory,decimal,http://loinc.org,17861-6,Calcium [Mass/volume] in Serum or Plasma,http://snomed.info/sct,Serum Calcium measurement,271240001,http://unitsofmeasure.org,mg/dL,mg/dL,"[  {    ""code"": {""code"": ""17861-6"", ""system"": ""http://loinc.org"", ""display"": ""Calcium [Mass/volume] in Serum or Plasma""},    ""permitted_data_type"": ""decimal"",    ""permitted_unit"": {""code"": ""mg/dL"", ""system"": ""http://unitsofmeasure.org"", ""display"": ""milligram per deciliter""},    ""qualified_ranges"": [      {        ""conditions"": [],        ""ranges"": [          {""min"": 8.4, ""max"": 10.2, ""interpretation"": {""display"": ""Normal""}},          {""max"": 8.4, ""interpretation"": {""display"": ""Low""}},          {""min"": 10.2, ""interpretation"": {""display"": ""High""}}        ]      }    ]  }]"
S. LDH,S. LDH,laboratory,decimal,http://loinc.org,14804-9,Lactate dehydrogenase [Enzymatic activity/volume] in Serum or Plasma by Lactate to pyruvate reaction,http://snomed.info/sct,Serum Lactate dehydrogenase measurement,313854008,http://unitsofmeasure.org,U/L,U/L,"[  {    ""code"": {""code"": ""14804-9"", ""system"": ""http://loinc.org"", ""display"": ""Lactate dehydrogenase [Enzymatic activity/volume] in Serum or Plasma""},    ""permitted_data_type"": ""decimal"",    ""permitted_unit"": {""code"": ""U/L"", ""system"": ""http://unitsofmeasure.org"", ""display"": ""unit per liter""},    ""qualified_ranges"": [      {        ""conditions"": [],        ""ranges"": [          {""min"": 125, ""max"": 220, ""interpretation"": {""display"": ""Normal""}},          {""max"": 125, ""interpretation"": {""display"": ""Low""}},          {""min"": 220, ""interpretation"": {""display"": ""High""}}        ]      }    ]  }]"
S.Magnesium,S.Magnesium,laboratory,decimal,http://loinc.org,19123-9,Magnesium [Mass/volume] in Serum or Plasma,http://snomed.info/sct,Serum Magnesium measurement,63571001,http://unitsofmeasure.org,mg/dL,mg/dL,"[  {    ""code"": {""code"": ""19123-9"", ""system"": ""http://loinc.org"", ""display"": ""Magnesium [Mass/volume] in Serum or Plasma""},    ""permitted_data_type"": ""decimal"",    ""permitted_unit"": {""code"": ""mg/dL"", ""system"": ""http://unitsofmeasure.org"", ""display"": ""milligram per deciliter""},    ""qualified_ranges"": [      {        ""conditions"": [],        ""ranges"": [          {""min"": 1.7, ""max"": 2.2, ""interpretation"": {""display"": ""Normal""}},          {""max"": 1.7, ""interpretation"": {""display"": ""Low""}},          {""min"": 2.2, ""interpretation"": {""display"": ""High""}}        ]      }    ]  }]"
Hepatitis B surface antigen test,Hepatitis B surface antigen test,laboratory,boolean,http://loinc.org,5195-3,Hepatitis B virus surface Ag [Presence] in Serum,http://snomed.info/sct,Hepatitis B surface antigen measurement,47758006,http://unitsofmeasure.org,mg/dL,mg/dL,"[  {    ""code"": {""code"": ""75378-0"", ""system"": ""http://loinc.org"", ""display"": ""Hepatitis B virus surface Ag [Presence] in Serum or Plasma""},    ""permitted_data_type"": ""string"",    ""permitted_unit"": null,    ""qualified_ranges"": []  }]"
Test for Dengue,Test for Dengue,laboratory,boolean,http://loinc.org,104595-4,Dengue virus Ab.IgG and IgM and NS1 Ag panel - Serum or Plasma,http://snomed.info/sct,Polymerase chain reaction test for Dengue virus,399302007,http://unitsofmeasure.org,,,"[  {    ""code"": {""code"": ""75377-2"", ""system"": ""http://loinc.org"", ""display"": ""Dengue virus NS1 Ag [Presence] in Serum or Plasma""},    ""permitted_data_type"": ""string"",    ""permitted_unit"": null,    ""qualified_ranges"": []  },  {    ""code"": {""code"": ""25338-5"", ""system"": ""http://loinc.org"", ""display"": ""Dengue virus IgM Ab [Presence] in Serum or Plasma""},    ""permitted_data_type"": ""string"",    ""permitted_unit"": null,    ""qualified_ranges"": []  },  {    ""code"": {""code"": ""29676-4"", ""system"": ""http://loinc.org"", ""display"": ""Dengue virus IgG Ab [Presence] in Serum or Plasma""},    ""permitted_data_type"": ""string"",    ""permitted_unit"": null,    ""qualified_ranges"": []  }]"
RPR/VDRL test for syphilis,RPR/VDRL test for syphilis,laboratory,boolean,http://loinc.org,20507-0,Reagin Ab [Presence] in Serum by RPR,http://snomed.info/sct,Rapid Plasma Reagin (RPR) test,19869000,http://unitsofmeasure.org,Titer,Titer,"[  {    ""code"": {""code"": ""75377-2"", ""system"": ""http://loinc.org"", ""display"": ""Dengue virus NS1 Ag [Presence] in Serum or Plasma""},    ""permitted_data_type"": ""string"",    ""permitted_unit"": null,    ""qualified_ranges"": []  },  {    ""code"": {""code"": ""25338-5"", ""system"": ""http://loinc.org"", ""display"": ""Dengue virus IgM Ab [Presence] in Serum or Plasma""},    ""permitted_data_type"": ""string"",    ""permitted_unit"": null,    ""qualified_ranges"": []  },  {    ""code"": {""code"": ""29676-4"", ""system"": ""http://loinc.org"", ""display"": ""Dengue virus IgG Ab [Presence] in Serum or Plasma""},    ""permitted_data_type"": ""string"",    ""permitted_unit"": null,    ""qualified_ranges"": []  }]"
RA factor (Quantitative),RA factor (Quantitative),laboratory,decimal,http://loinc.org,11572-5,Rheumatoid factor [Units/volume] in Serum or Plasma,http://snomed.info/sct,"Rheumatoid factor, quantitative",10239008,http://unitsofmeasure.org,IU/mL,IU/mL,"[  {    ""code"": {""code"": ""11572-5"", ""system"": ""http://loinc.org"", ""display"": ""Rheumatoid factor [Units/volume] in Serum or Plasma""},    ""permitted_data_type"": ""decimal"",    ""permitted_unit"": {""code"": ""[IU]/mL"", ""system"": ""http://unitsofmeasure.org"", ""display"": ""international unit per milliliter""},    ""qualified_ranges"": [      {        ""conditions"": [],        ""ranges"": [          {""min"": 0, ""max"": 20, ""interpretation"": {""display"": ""Normal""}},          {""min"": 20, ""interpretation"": {""display"": ""High""}}        ]      }    ]  }]"
Urine culture- Mid stream urine collection,Urine culture- Mid stream urine collection,laboratory,string,http://loinc.org,630-4,Bacteria identified in Urine by Culture,http://snomed.info/sct,"Bacterial culture, urine, with organism identification",104194007,http://unitsofmeasure.org,CFU/mL,CFU/mL,"[  {    ""code"": {""code"": ""11475-1"", ""system"": ""http://loinc.org"", ""display"": ""Microorganism identified in Specimen by Culture""},    ""permitted_data_type"": ""string"",    ""permitted_unit"": null,    ""qualified_ranges"": []  },  {    ""code"": {""code"": ""19090-0"", ""system"": ""http://loinc.org"", ""display"": ""Colony count [#/volume] in Specimen by Culture""},    ""permitted_data_type"": ""integer"",    ""permitted_unit"": {""code"": ""/uL"", ""system"": ""http://unitsofmeasure.org"", ""display"": ""per microliter""},    ""qualified_ranges"": []  }]"
Urine culture- Mid stream urine collection,Urine culture- Mid stream urine collection,laboratory,,,,,http://snomed.info/sct,,,,,,
Urinalysis complete panel,Urinalysis complete panel,laboratory,integer,http://loinc.org,24356-8,Urinalysis complete panel - Urine,http://snomed.info/sct,Dipstick colorimetric laboratory test method,117339008,http://unitsofmeasure.org,,,"[  {    ""code"": {""code"": ""5803-2"", ""system"": ""http://loinc.org"", ""display"": ""pH of Urine by Test strip""},    ""permitted_data_type"": ""decimal"",    ""permitted_unit"": {""code"": ""[pH]"", ""system"": ""http://unitsofmeasure.org"", ""display"": ""pH""},    ""qualified_ranges"": [      {        ""conditions"": [],        ""ranges"": [          {""min"": 4.5, ""max"": 8.0, ""interpretation"": {""display"": ""Normal""}},          {""max"": 4.5, ""interpretation"": {""display"": ""Low""}},          {""min"": 8.0, ""interpretation"": {""display"": ""High""}}        ]      }    ]  },  {    ""code"": {""code"": ""5811-5"", ""system"": ""http://loinc.org"", ""display"": ""Specific gravity of Urine by Test strip""},    ""permitted_data_type"": ""decimal"",    ""permitted_unit"": {""code"": ""{ratio}"", ""system"": ""http://unitsofmeasure.org"", ""display"": ""ratio""},    ""qualified_ranges"": [      {        ""conditions"": [],        ""ranges"": [          {""min"": 1.005, ""max"": 1.030, ""interpretation"": {""display"": ""Normal""}},          {""max"": 1.005, ""interpretation"": {""display"": ""Low""}},          {""min"": 1.030, ""interpretation"": {""display"": ""High""}}        ]      }    ]  },  {    ""code"": {""code"": ""105103-6"", ""system"": ""http://loinc.org"", ""display"": ""Leukocyte esterase [Presence] in Urine by Test strip""},    ""permitted_data_type"": ""string"",    ""permitted_unit"": null,    ""qualified_ranges"": []  },  {    ""code"": {""code"": ""5792-7"", ""system"": ""http://loinc.org"", ""display"": ""Glucose [Mass/volume] in Urine by Test strip""},    ""permitted_data_type"": ""integer"",    ""permitted_unit"": {""code"": ""mg/dL"", ""system"": ""http://unitsofmeasure.org"", ""display"": ""milligram per deciliter""},    ""qualified_ranges"": []  },  {    ""code"": {""code"": ""5770-3"", ""system"": ""http://loinc.org"", ""display"": ""Bilirubin [Presence] in Urine by Test strip""},    ""permitted_data_type"": ""string"",    ""permitted_unit"": null,    ""qualified_ranges"": []  },  {    ""code"": {""code"": ""20405-7"", ""system"": ""http://loinc.org"", ""display"": ""Urobilinogen [Mass/volume] in Urine by Test strip""},    ""permitted_data_type"": ""decimal"",    ""permitted_unit"": {""code"": ""mg/dL"", ""system"": ""http://unitsofmeasure.org"", ""display"": ""milligram per deciliter""},    ""qualified_ranges"": [      {        ""conditions"": [],        ""ranges"": [          {""min"": 0.1, ""max"": 1.0, ""interpretation"": {""display"": ""Normal""}},          {""max"": 0.1, ""interpretation"": {""display"": ""Low""}},          {""min"": 1.0, ""interpretation"": {""display"": ""High""}}        ]      }    ]  },  {    ""code"": {""code"": ""5797-6"", ""system"": ""http://loinc.org"", ""display"": ""Ketones [Mass/volume] in Urine by Test strip""},    ""permitted_data_type"": ""decimal"",    ""permitted_unit"": {""code"": ""mg/dL"", ""system"": ""http://unitsofmeasure.org"", ""display"": ""milligram per deciliter""},    ""qualified_ranges"": []  },  {    ""code"": {""code"": ""5804-0"", ""system"": ""http://loinc.org"", ""display"": ""Protein [Mass/volume] in Urine by Test strip""},    ""permitted_data_type"": ""decimal"",    ""permitted_unit"": {""code"": ""mg/dL"", ""system"": ""http://unitsofmeasure.org"", ""display"": ""milligram per deciliter""},    ""qualified_ranges"": []  },  {    ""code"": {""code"": ""5802-4"", ""system"": ""http://loinc.org"", ""display"": ""Nitrite [Presence] in Urine by Test strip""},    ""permitted_data_type"": ""string"",    ""permitted_unit"": null,    ""qualified_ranges"": []  },  {    ""code"": {""code"": ""5821-4"", ""system"": ""http://loinc.org"", ""display"": ""Leukocytes [#/area] in Urine sediment by Microscopy high power field""},    ""permitted_data_type"": ""string"",    ""permitted_unit"": null,    ""qualified_ranges"": []  },  {    ""code"": {""code"": ""5808-1"", ""system"": ""http://loinc.org"", ""display"": ""Erythrocytes [#/area] in Urine sediment by Microscopy high power field""},    ""permitted_data_type"": ""string"",    ""permitted_unit"": null,    ""qualified_ranges"": []  },  {    ""code"": {""code"": ""5789-3"", ""system"": ""http://loinc.org"", ""display"": ""Casts [#/area] in Urine sediment by Microscopy low power field""},    ""permitted_data_type"": ""string"",    ""permitted_unit"": null,    ""qualified_ranges"": []  },  {    ""code"": {""code"": ""5783-6"", ""system"": ""http://loinc.org"", ""display"": ""Crystals [type] in Urine sediment by Microscopy""},    ""permitted_data_type"": ""string"",    ""permitted_unit"": null,    ""qualified_ranges"": []  },  {    ""code"": {""code"": ""5778-6"", ""system"": ""http://loinc.org"", ""display"": ""Color of Urine""},    ""permitted_data_type"": ""string"",    ""permitted_unit"": null,    ""qualified_ranges"": []  },  {    ""code"": {""code"": ""5767-9"", ""system"": ""http://loinc.org"", ""display"": ""Appearance of Urine""},    ""permitted_data_type"": ""string"",    ""permitted_unit"": null,    ""qualified_ranges"": []  }]"
Urine Microscopy,Urine Microscopy,laboratory,integer,http://loinc.org,12235-8,Microscopic observation [Identifier] in Urine sediment by Light microscopy,http://snomed.info/sct,"Urinalysis, routine and microscopic",27260001,http://unitsofmeasure.org,HPF (High Power Field) / LPF (Low Power Field),HPF (High Power Field) / LPF (Low Power Field),"[  {    ""code"": {""code"": ""51790-4"", ""system"": ""http://loinc.org"", ""display"": ""Erythrocytes [#/area] in Urine sediment by Microscopy high power field""},    ""permitted_data_type"": ""integer"",    ""permitted_unit"": {""code"": ""/[HPF]"", ""system"": ""http://unitsofmeasure.org"", ""display"": ""per high power field""},    ""qualified_ranges"": [      {        ""conditions"": [],        ""ranges"": [          {""min"": 0, ""max"": 5, ""interpretation"": {""display"": ""Normal""}},          {""min"": 5, ""interpretation"": {""display"": ""High""}}        ]      }    ]  },  {    ""code"": {""code"": ""49103-5"", ""system"": ""http://loinc.org"", ""display"": ""Leukocytes [#/area] in Urine sediment by Microscopy high power field""},    ""permitted_data_type"": ""integer"",    ""permitted_unit"": {""code"": ""/[HPF]"", ""system"": ""http://unitsofmeasure.org"", ""display"": ""per high power field""},    ""qualified_ranges"": [      {        ""conditions"": [],        ""ranges"": [          {""min"": 0, ""max"": 5, ""interpretation"": {""display"": ""Normal""}},          {""min"": 5, ""interpretation"": {""display"": ""High""}}        ]      }    ]  },  {    ""code"": {""code"": ""5787-7"", ""system"": ""http://loinc.org"", ""display"": ""Epithelial cells [#/area] in Urine sediment by Microscopy high power field""},    ""permitted_data_type"": ""integer"",    ""permitted_unit"": {""code"": ""/[HPF]"", ""system"": ""http://unitsofmeasure.org"", ""display"": ""per high power field""},    ""qualified_ranges"": []  },  {    ""code"": {""code"": ""24124-0"", ""system"": ""http://loinc.org"", ""display"": ""Casts [type] in Urine sediment by Microscopy""},    ""permitted_data_type"": ""string"",    ""permitted_unit"": null,    ""qualified_ranges"": []  },  {    ""code"": {""code"": ""105054-1"", ""system"": ""http://loinc.org"", ""display"": ""Crystals [type] in Urine sediment by Microscopy""},    ""permitted_data_type"": ""string"",    ""permitted_unit"": null,    ""qualified_ranges"": []  },  {    ""code"": {""code"": ""105052-5"", ""system"": ""http://loinc.org"", ""display"": ""Bacteria [Presence] in Urine sediment by Microscopy""},    ""permitted_data_type"": ""string"",    ""permitted_unit"": null,    ""qualified_ranges"": []  },  {    ""code"": {""code"": ""32356-8"", ""system"": ""http://loinc.org"", ""display"": ""Yeast [Presence] in Urine sediment by Microscopy""},    ""permitted_data_type"": ""string"",    ""permitted_unit"": null,    ""qualified_ranges"": []  },  {    ""code"": {""code"": ""33017-5"", ""system"": ""http://loinc.org"", ""display"": ""Parasites [Presence] in Urine sediment by Microscopy""},    ""permitted_data_type"": ""string"",    ""permitted_unit"": null,    ""qualified_ranges"": []  },  {    ""code"": {""code"": ""8247-9"", ""system"": ""http://loinc.org"", ""display"": ""Mucus [Presence] in Urine sediment by Microscopy""},    ""permitted_data_type"": ""string"",    ""permitted_unit"": null,    ""qualified_ranges"": []  }]"
